	epoch	ImageNet Accuracy	ImageNet ECE	ImageNetV2 Accuracy	ImageNetV2 ECE	ImageNetR Accuracy	ImageNetR ECE	ImageNetA Accuracy	ImageNetA ECE	ImageNetSketch Accuracy	ImageNetSketch ECE	ObjectNet Accuracy	ObjectNet ECE	Avg ID carot Loss
0	10	0.8287	0.0516	0.7347	0.0711	0.7325	0.062	0.4689	0.1931	0.5038	0.1315	0.5493	0.1714	1.4588
