	epoch	ImageNet Accuracy	ImageNet ECE	ImageNetV2 Accuracy	ImageNetV2 ECE	ImageNetR Accuracy	ImageNetR ECE	ImageNetA Accuracy	ImageNetA ECE	ImageNetSketch Accuracy	ImageNetSketch ECE	ObjectNet Accuracy	ObjectNet ECE	Avg ID carot Loss
0	10	0.8286	0.0512	0.7349	0.074	0.7308	0.0627	0.4671	0.1926	0.4998	0.1336	0.5462	0.1729	1.4581
